,사고년도,사고유형구분,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,lat,lon,type,name
1855,2013,2,Seoul특별시 은평구7,Seoul특별시 은평구 대조동(불광전화국앞 부근),4,4,0,1,3,0,37.61183033,126.9290369,Seoul,
1856,2013,2,Seoul특별시 은평구8,Seoul특별시 은평구 불광동(국립보건원 부근),4,4,0,1,3,0,37.60858356,126.93130869,Seoul,
1857,2013,2,Seoul특별시 은평구9,Seoul특별시 은평구 갈현동(구산역 부근),3,3,0,1,2,0,37.61148589,126.91731692,Seoul,
1858,2013,2,Seoul특별시 서대문구1,Seoul특별시 서대문구 홍은동(홍은사거리 부근),8,8,2,4,2,0,37.59130268,126.94130824,Seoul,
1859,2013,2,Seoul특별시 서대문구2,Seoul특별시 서대문구 영천동(교남동사무소 부근),7,7,1,5,1,0,37.57088275,126.96154621,Seoul,
1860,2013,2,Seoul특별시 서대문구3,Seoul특별시 서대문구 홍제동(서부빌딩 부근),5,5,0,3,2,0,37.58815199,126.94487922,Seoul,
1861,2013,2,Seoul특별시 서대문구4,Seoul특별시 서대문구 남가좌동(성사중학교 부근),4,4,0,4,0,0,37.56922982,126.91462819,Seoul,
1862,2013,2,Seoul특별시 서대문구5,Seoul특별시 서대문구 북가좌동(고려가정의학과의원 부근),4,4,0,1,3,0,37.58160325,126.91431378,Seoul,
1863,2013,2,Seoul특별시 서대문구6,Seoul특별시 서대문구 홍제동(홍은성결교회 부근),3,3,0,3,0,0,37.59285981,126.94746569,Seoul,
1864,2013,2,Seoul특별시 서대문구7,Seoul특별시 서대문구 연희동(두꺼비주유소앞 부근),3,3,0,3,0,0,37.56644066,126.92532391,Seoul,
1865,2013,2,Seoul특별시 서대문구8,Seoul특별시 서대문구 연희동(연희프라자 부근),3,3,0,2,1,0,37.56720645,126.93016269,Seoul,
1866,2013,2,Seoul특별시 마포구1,Seoul특별시 마포구 성산동(평강교회 부근),5,5,1,2,2,0,37.56558481,126.90113894,Seoul,
1867,2013,2,Seoul특별시 마포구2,Seoul특별시 마포구 용강동(일진빌딩 부근),5,5,0,3,2,0,37.54061018,126.94701961,Seoul,
1868,2013,2,Seoul특별시 마포구3,Seoul특별시 마포구 도화동(공덕오거리 부근),4,4,1,1,2,0,37.54386026,126.95103788,Seoul,
1869,2013,2,Seoul특별시 마포구4,Seoul특별시 마포구 창전동(광흥창역 부근),3,3,0,3,0,0,37.54755928,126.93126991,Seoul,
1870,2013,2,Seoul특별시 마포구5,Seoul특별시 마포구 노고산동(신촌로터리_신촌로_진입 부근),3,3,0,3,0,0,37.5548967,126.93615727,Seoul,
1871,2013,2,Seoul특별시 양천구1,Seoul특별시 양천구 신월동(샛별유치원 부근),5,6,0,2,4,0,37.52018758,126.83526347,Seoul,
1872,2013,2,Seoul특별시 양천구2,Seoul특별시 양천구 목동(국일빌딩앞 부근),5,5,0,2,3,0,37.54729994,126.87279174,Seoul,
1873,2013,2,Seoul특별시 양천구3,Seoul특별시 양천구 신월동(신월사거리 부근),4,4,0,3,1,0,37.53605149,126.82801488,Seoul,
1874,2013,2,Seoul특별시 양천구4,Seoul특별시 양천구 목동(목동사거리 부근),3,3,0,3,0,0,37.53297283,126.86369602,Seoul,
1875,2013,2,Seoul특별시 강서구1,Seoul특별시 강서구 화곡동(형제빌딩 부근),5,5,0,2,2,1,37.53241832,126.84634984,Seoul,
1876,2013,2,Seoul특별시 강서구2,Seoul특별시 강서구 내발산동(발산역_강서로_진입_2 부근),4,4,1,3,0,0,37.55770233,126.83784726,Seoul,
1877,2013,2,Seoul특별시 강서구3,Seoul특별시 강서구 등촌동(등촌성당 부근),4,4,1,2,1,0,37.55890155,126.84610553,Seoul,
1878,2013,2,Seoul특별시 강서구4,Seoul특별시 강서구 화곡동(유니스빌딩 부근),4,4,1,1,2,0,37.54784268,126.84614866,Seoul,
1879,2013,2,Seoul특별시 강서구5,Seoul특별시 강서구 화곡동(까치산식당 부근),3,3,0,3,0,0,37.53998686,126.83391768,Seoul,
1880,2013,2,Seoul특별시 강서구6,Seoul특별시 강서구 등촌동(조흥은행등촌동지점 부근),3,3,0,3,0,0,37.55556882,126.85407182,Seoul,
1881,2013,2,Seoul특별시 구로구1,Seoul특별시 구로구 개봉동(조양빌딩 부근),5,5,1,3,1,0,37.49314601,126.85680712,Seoul,
1882,2013,2,Seoul특별시 구로구2,Seoul특별시 구로구 오류동(대성그린빌라 부근),3,3,1,1,1,0,37.48902144,126.83526214,Seoul,
1883,2013,2,Seoul특별시 구로구3,Seoul특별시 구로구 고척동(상암빌딩 부근),3,3,0,2,1,0,37.50222141,126.85028474,Seoul,
1884,2013,2,Seoul특별시 금천구1,Seoul특별시 금천구 시흥동(교촌빌딩 부근),5,5,0,2,2,1,37.45225026,126.90148169,Seoul,
1885,2013,2,Seoul특별시 금천구2,Seoul특별시 금천구 시흥동(부영빌딩 부근),4,4,0,3,1,0,37.44357701,126.9046257,Seoul,
1886,2013,2,Seoul특별시 영등포구1,Seoul특별시 영등포구 신길동(대진목재 부근),6,6,1,3,2,0,37.50448193,126.90367557,Seoul,
1887,2013,2,Seoul특별시 영등포구2,Seoul특별시 영등포구 신길동(영등포농협 부근),5,5,0,4,1,0,37.51121734,126.91430026,Seoul,
1888,2013,2,Seoul특별시 영등포구3,Seoul특별시 영등포구 영등포동7가(영등포시장역 부근),4,4,1,1,2,0,37.52269926,126.90515749,Seoul,
1889,2013,2,Seoul특별시 영등포구4,Seoul특별시 영등포구 영등포동(영등포역 부근),4,4,0,3,1,0,37.51661667,126.90695407,Seoul,
1890,2013,2,Seoul특별시 영등포구5,Seoul특별시 영등포구 대림동(대림공원사거리 부근),4,4,0,3,0,1,37.49171161,126.90251497,Seoul,
1891,2013,2,Seoul특별시 영등포구6,Seoul특별시 영등포구 영등포동3가(영등포현대아파트 부근),4,4,0,0,4,0,37.52875243,126.90408517,Seoul,
1892,2013,2,Seoul특별시 영등포구7,Seoul특별시 영등포구 여의도동(한서리버파크 부근),4,4,0,0,3,1,37.53063345,126.92518933,Seoul,
1893,2013,2,Seoul특별시 영등포구8,Seoul특별시 영등포구 대림동(영등포소방서 부근),3,3,0,3,0,0,37.49659376,126.90260995,Seoul,
1894,2013,2,Seoul특별시 영등포구9,Seoul특별시 영등포구 영등포동(영등포지하차도(북측) 부근),3,3,0,3,0,0,37.51777057,126.9123373,Seoul,
1895,2013,2,Seoul특별시 영등포구10,Seoul특별시 영등포구 영등포동7가(남부교육청앞 부근),3,3,0,1,2,0,37.52508444,126.9095692,Seoul,
1896,2013,2,Seoul특별시 영등포구11,Seoul특별시 영등포구 영등포동(신길2 승리교회 부근),3,3,0,1,2,0,37.51397963,126.91134269,Seoul,
1897,2013,2,Seoul특별시 동작구1,Seoul특별시 동작구 사당동(사당고가차도(서측) 부근),6,7,0,6,1,0,37.47648961,126.97947365,Seoul,
1898,2013,2,Seoul특별시 동작구2,Seoul특별시 동작구 흑석동(흑석2동신한은행 부근),5,5,0,5,0,0,37.50771763,126.96093811,Seoul,
1899,2013,2,Seoul특별시 동작구3,Seoul특별시 동작구 상도동(상도지구대 부근),4,4,1,3,0,0,37.50415361,126.93898652,Seoul,
1900,2013,2,Seoul특별시 동작구4,Seoul특별시 동작구 사당동(남성역7호선 부근),4,4,0,2,2,0,37.48492047,126.97079687,Seoul,
1901,2013,2,Seoul특별시 동작구5,Seoul특별시 동작구 사당동(사당시장 부근),3,3,0,2,0,1,37.48330413,126.97590814,Seoul,
1902,2013,2,Seoul특별시 관악구1,Seoul특별시 관악구 봉천동(관악프라자 부근),7,7,0,6,1,0,37.48412098,126.95493794,Seoul,
1903,2013,2,Seoul특별시 관악구2,Seoul특별시 관악구 신림동(미림여고입구 부근),6,6,0,5,1,0,37.47153692,126.93390929,Seoul,
1904,2013,2,Seoul특별시 관악구3,Seoul특별시 관악구 봉천동(현대시장 부근),6,6,0,2,4,0,37.48683843,126.94658784,Seoul,
1905,2013,2,Seoul특별시 관악구4,Seoul특별시 관악구 신림동(뿌리약국 부근),5,7,1,5,1,0,37.47376378,126.91813335,Seoul,
1906,2013,2,Seoul특별시 관악구5,Seoul특별시 관악구 봉천동(조강빌딩 부근),4,4,0,2,0,2,37.47948151,126.94416431,Seoul,
1907,2013,2,Seoul특별시 관악구6,Seoul특별시 관악구 신림동(신대방역 부근),3,4,1,2,1,0,37.4870027,126.91327377,Seoul,
1908,2013,2,Seoul특별시 관악구7,Seoul특별시 관악구 봉천동(도원맨션 부근),3,3,1,1,1,0,37.4842407,126.93939918,Seoul,
1909,2013,2,Seoul특별시 서초구1,Seoul특별시 서초구 방배동(삼원빌딩 부근),6,6,0,6,0,0,37.48815176,126.98205021,Seoul,
1910,2013,2,Seoul특별시 서초구2,Seoul특별시 서초구 방배동(단지빌딩앞 부근),4,4,1,1,2,0,37.48975339,126.9913829,Seoul,
1911,2013,2,Seoul특별시 서초구3,Seoul특별시 서초구 방배동(삼산빌딩 부근),4,4,0,4,0,0,37.48058268,126.98193158,Seoul,
1912,2013,2,Seoul특별시 서초구4,Seoul특별시 서초구 양재동(양재역_남부순환로_진입_1 부근),3,3,0,2,0,1,37.4845971,127.03501068,Seoul,
1913,2013,2,Seoul특별시 강남구1,Seoul특별시 강남구 개포동(구룡마을입구 부근),3,4,2,1,1,0,37.47920393,127.06498235,Seoul,
1914,2013,2,Seoul특별시 송파구1,Seoul특별시 송파구 가락동(가락지하차도(동측) 부근),5,5,0,2,2,1,37.4953287,127.11041862,Seoul,
1915,2013,2,Seoul특별시 송파구2,Seoul특별시 송파구 가락동(문정동우체국 부근),3,3,2,0,1,0,37.49061819,127.11263564,Seoul,
1916,2013,2,Seoul특별시 송파구3,Seoul특별시 송파구 거여동(거여사거리_오금로_진입 부근),3,3,0,3,0,0,37.49422098,127.14210697,Seoul,
1917,2013,2,Seoul특별시 송파구4,Seoul특별시 송파구 가락동(GS마트입구 부근),3,3,0,3,0,0,37.49216484,127.11675331,Seoul,
1918,2013,2,Seoul특별시 강동구1,Seoul특별시 강동구 성내동(성내중고 부근),5,5,0,2,3,0,37.53006194,127.13233608,Seoul,
1919,2013,2,Seoul특별시 강동구2,Seoul특별시 강동구 길동(강동한시휴플러스 부근),4,4,0,3,1,0,37.53586505,127.13697982,Seoul,
1920,2013,2,Seoul특별시 강동구3,Seoul특별시 강동구 고덕동(고덕삼거리 부근),4,4,0,1,3,0,37.55723095,127.17035927,Seoul,
1921,2013,2,Seoul특별시 강동구4,Seoul특별시 강동구 천호동(천호지하차도(남측) 부근),3,3,0,2,1,0,37.53783737,127.12548227,Seoul,
2338,2013,5,Seoul특별시 중구1,Seoul특별시 중구 무학동(신당역 부근),4,4,0,2,1,1,37.56528349,127.01633579,Seoul,
2339,2013,5,Seoul특별시 용산구1,Seoul특별시 용산구 한강로3가(용산대우드림월드3차 부근),7,7,0,3,3,1,37.52271633,126.961816,Seoul,
2340,2013,5,Seoul특별시 용산구2,Seoul특별시 용산구 이촌동(강변북로-이촌동길램프(8) 부근),4,5,0,2,2,1,37.51777819,126.96921698,Seoul,
2341,2013,5,Seoul특별시 용산구3,Seoul특별시 용산구 서빙고동(강변북로-반포로램프(1) 부근),4,5,0,2,2,1,37.51833854,126.9949144,Seoul,
2342,2013,5,Seoul특별시 성동구1,Seoul특별시 성동구 성수동2가(성원중학교 부근),8,9,0,5,3,1,37.53801277,127.05040278,Seoul,
2343,2013,5,Seoul특별시 성동구2,Seoul특별시 성동구 성수동1가(경동초교입구사거리 부근),8,9,0,3,5,1,37.54658484,127.04972557,Seoul,
2344,2013,5,Seoul특별시 성동구3,Seoul특별시 성동구 성수동1가(경동초교오거리 부근),8,9,0,3,4,2,37.54288117,127.0489946,Seoul,
2345,2013,5,Seoul특별시 성동구4,Seoul특별시 성동구 송정동(화양4거리 부근),5,5,0,1,4,0,37.54817961,127.06397295,Seoul,
2346,2013,5,Seoul특별시 성동구5,Seoul특별시 성동구 마장동(77번종점 부근),4,5,0,2,3,0,37.56754258,127.0449812,Seoul,
2347,2013,5,Seoul특별시 성동구6,Seoul특별시 성동구 성수동1가(살곶이길삼거리 부근),4,4,0,0,4,0,37.55099937,127.0511499,Seoul,
2348,2013,5,Seoul특별시 광진구1,Seoul특별시 광진구 자양동(자양2동사거리 부근),7,7,0,5,1,1,37.53232483,127.08546466,Seoul,
2349,2013,5,Seoul특별시 광진구2,Seoul특별시 광진구 자양동(신양초교앞 부근),7,7,0,2,4,1,37.53508537,127.06983466,Seoul,
2350,2013,5,Seoul특별시 광진구3,Seoul특별시 광진구 광장동(아차산역 부근),6,6,0,4,2,0,37.54943695,127.09188536,Seoul,
2351,2013,5,Seoul특별시 광진구4,Seoul특별시 광진구 자양동(동부간선도로-강변북로램프(7) 부근),6,6,0,4,2,0,37.52995863,127.07124357,Seoul,
2352,2013,5,Seoul특별시 광진구5,Seoul특별시 광진구 자양동(광진하나플러스 부근),6,6,0,2,2,2,37.52965423,127.07683305,Seoul,
2353,2013,5,Seoul특별시 광진구6,Seoul특별시 광진구 자양동(강변북로-일반국도3호선램프(9) 부근),5,5,0,3,2,0,37.52747512,127.08274492,Seoul,
2354,2013,5,Seoul특별시 광진구7,Seoul특별시 광진구 중곡동(군자역 부근),5,5,0,1,3,1,37.55835291,127.08014729,Seoul,
2355,2013,5,Seoul특별시 광진구8,Seoul특별시 광진구 자양동(삼풍빌딩 부근),4,4,0,2,2,0,37.53723309,127.06089916,Seoul,
2356,2013,5,Seoul특별시 광진구9,Seoul특별시 광진구 화양동(화양삼거리 부근),4,4,0,1,3,0,37.54800527,127.07059061,Seoul,
2357,2013,5,Seoul특별시 광진구10,Seoul특별시 광진구 구의동(구의사거리 부근),4,4,0,1,2,1,37.54498349,127.0847248,Seoul,
2358,2013,5,Seoul특별시 동대문구1,Seoul특별시 동대문구 제기동(홍파초교 부근),11,12,0,5,4,3,37.58660452,127.03850443,Seoul,
2359,2013,5,Seoul특별시 동대문구2,Seoul특별시 동대문구 용두동(성심의원_고산자로_진입_1 부근),10,10,1,3,4,2,37.57422264,127.03829301,Seoul,
2360,2013,5,Seoul특별시 동대문구3,Seoul특별시 동대문구 장안동(장한평역_장한로_진출_1 부근),9,9,0,4,5,0,37.56302759,127.06556581,Seoul,
2361,2013,5,Seoul특별시 동대문구4,Seoul특별시 동대문구 제기동(제기사거리 부근),8,8,0,2,5,1,37.58284051,127.03854559,Seoul,
2362,2013,5,Seoul특별시 동대문구5,Seoul특별시 동대문구 답십리동(동부시장 부근),7,7,0,1,4,2,37.5668282,127.05308732,Seoul,
2363,2013,5,Seoul특별시 동대문구6,Seoul특별시 동대문구 휘경동(위생병원앞 부근),6,6,0,3,3,0,37.59060322,127.0645079,Seoul,
2364,2013,5,Seoul특별시 동대문구7,Seoul특별시 동대문구 용두동(청계천대성스카이렉스 부근),6,6,0,3,2,1,37.56998726,127.03097169,Seoul,
2365,2013,5,Seoul특별시 동대문구8,Seoul특별시 동대문구 장안동(세현빌딩 부근),6,6,0,3,2,1,37.57185656,127.06806909,Seoul,
2366,2013,5,Seoul특별시 동대문구9,Seoul특별시 동대문구 휘경동(회기역앞 부근),6,8,0,2,5,1,37.59011078,127.05577866,Seoul,
2367,2013,5,Seoul특별시 동대문구10,Seoul특별시 동대문구 장안동(삼부빌딩 부근),6,6,0,2,3,1,37.57341312,127.07213551,Seoul,
2368,2013,5,Seoul특별시 동대문구11,Seoul특별시 동대문구 답십리동(신답역_사가정길_진출_1 부근),6,6,0,1,4,1,37.57031126,127.04892447,Seoul,
2369,2013,5,Seoul특별시 동대문구12,Seoul특별시 동대문구 청량리동(청량리경찰서 부근),6,6,0,1,3,2,37.58330007,127.04427644,Seoul,
2370,2013,5,Seoul특별시 동대문구13,Seoul특별시 동대문구 답십리동(성동구-동대문구경계(3) 부근),5,5,0,3,1,1,37.56292905,127.05791813,Seoul,
2371,2013,5,Seoul특별시 동대문구14,Seoul특별시 동대문구 장안동(장안2단지 부근),5,5,0,3,1,1,37.57498076,127.07698051,Seoul,
2372,2013,5,Seoul특별시 동대문구15,Seoul특별시 동대문구 장안동(동부간선도로-천호대로램프(8) 부근),5,6,0,2,4,0,37.5660442,127.07348117,Seoul,
2373,2013,5,Seoul특별시 동대문구16,Seoul특별시 동대문구 장안동(동탑초등학교 부근),5,5,0,1,3,1,37.5695259,127.06418581,Seoul,
2374,2013,5,Seoul특별시 동대문구17,Seoul특별시 동대문구 신설동(황학교(남단)_청계천로_진입_1 부근),4,4,0,3,1,0,37.5713708,127.02513937,Seoul,
2375,2013,5,Seoul특별시 동대문구18,Seoul특별시 동대문구 장안동(승용빌딩 부근),4,4,0,2,2,0,37.5664668,127.06813286,Seoul,
2376,2013,5,Seoul특별시 동대문구19,Seoul특별시 동대문구 휘경동(우영목욕탕 부근),4,4,0,1,1,2,37.59364352,127.05837849,Seoul,
2377,2013,5,Seoul특별시 동대문구20,Seoul특별시 동대문구 용두동(용두동사거리 부근),4,4,0,0,4,0,37.57772688,127.03037888,Seoul,
2378,2013,5,Seoul특별시 중랑구1,Seoul특별시 중랑구 상봉동(제일은행 부근),8,8,0,3,3,2,37.59522935,127.08097611,Seoul,
2379,2013,5,Seoul특별시 중랑구2,Seoul특별시 중랑구 상봉동(상봉시장앞 부근),7,7,0,3,2,2,37.59287957,127.08667057,Seoul,
2380,2013,5,Seoul특별시 중랑구3,Seoul특별시 중랑구 면목동(장안교_사가정길_진입_1 부근),7,7,0,2,1,4,37.58130227,127.08015134,Seoul,
2381,2013,5,Seoul특별시 중랑구4,Seoul특별시 중랑구 중화동(중화역 부근),7,7,0,1,6,0,37.60167948,127.0796527,Seoul,
2382,2013,5,Seoul특별시 중랑구5,Seoul특별시 중랑구 망우동(성누가의원 부근),6,6,0,2,4,0,37.59892835,127.10038901,Seoul,
2383,2013,5,Seoul특별시 중랑구6,Seoul특별시 중랑구 면목동(중랑전화국 부근),6,6,0,0,5,1,37.59114416,127.07968988,Seoul,
2384,2013,5,Seoul특별시 중랑구7,Seoul특별시 중랑구 면목동(면목2동사거리 부근),5,5,0,2,3,0,37.58660018,127.07983983,Seoul,
2385,2013,5,Seoul특별시 중랑구8,Seoul특별시 중랑구 신내동(신내길진입로2 부근),5,5,0,0,4,1,37.61577332,127.09469706,Seoul,
2386,2013,5,Seoul특별시 중랑구9,Seoul특별시 중랑구 상봉동(상봉역 부근),4,4,0,2,2,0,37.59634519,127.08537134,Seoul,
2387,2013,5,Seoul특별시 중랑구10,Seoul특별시 중랑구 망우동(상봉2지구대 부근),4,4,0,1,2,1,37.59881332,127.09554324,Seoul,
2388,2013,5,Seoul특별시 성북구1,Seoul특별시 성북구 석관동(장위사거리 부근),6,7,0,4,1,2,37.61363125,127.05979985,Seoul,
2389,2013,5,Seoul특별시 성북구2,Seoul특별시 성북구 하월곡동(북부간선도로-내부순환로램프(2) 부근),5,6,0,2,4,0,37.6028869,127.03589006,Seoul,
2390,2013,5,Seoul특별시 성북구3,Seoul특별시 성북구 하월곡동(미아사거리_미아로_진출_1 부근),4,4,0,3,0,1,37.60864655,127.03006162,Seoul,
2391,2013,5,Seoul특별시 성북구4,Seoul특별시 성북구 장위동(석관우체국 부근),4,4,0,1,1,2,37.60848408,127.0526741,Seoul,
2392,2013,5,Seoul특별시 강북구1,Seoul특별시 강북구 번동(김홍석치과 부근),7,7,1,2,3,1,37.63992991,127.02785076,Seoul,
2393,2013,5,Seoul특별시 강북구2,Seoul특별시 강북구 미아동(롯데백화점 부근),5,5,0,4,1,0,37.61380573,127.03009288,Seoul,
2394,2013,5,Seoul특별시 강북구3,Seoul특별시 강북구 수유동(한성빌딩 부근),5,5,0,3,2,0,37.63904852,127.02272873,Seoul,
2395,2013,5,Seoul특별시 도봉구1,Seoul특별시 도봉구 창동(극동방송문화센터 부근),7,7,0,4,2,1,37.65405127,127.05165983,Seoul,
2396,2013,5,Seoul특별시 도봉구2,Seoul특별시 도봉구 방학동(LG대경주유소 부근),7,7,0,4,2,1,37.66605787,127.04304232,Seoul,
2397,2013,5,Seoul특별시 도봉구3,Seoul특별시 도봉구 방학동(해암상가 부근),4,4,1,1,1,1,37.66277771,127.03853505,Seoul,
2398,2013,5,Seoul특별시 도봉구4,Seoul특별시 도봉구 쌍문동(쌍문3파출소 부근),4,4,0,2,1,1,37.64728682,127.02561622,Seoul,
2399,2013,5,Seoul특별시 도봉구5,Seoul특별시 도봉구 방학동(방학신동아APT 부근),4,4,0,1,2,1,37.66185278,127.03187777,Seoul,
2400,2013,5,Seoul특별시 도봉구6,Seoul특별시 도봉구 창동(창림초교 부근),4,4,0,1,1,2,37.64125926,127.03962173,Seoul,
2401,2013,5,Seoul특별시 도봉구7,Seoul특별시 도봉구 쌍문동(정의여중입구 부근),4,4,0,0,3,1,37.65147297,127.03658687,Seoul,
2402,2013,5,Seoul특별시 노원구1,Seoul특별시 노원구 상계동(노원구청 부근),6,7,0,4,3,0,37.65339079,127.05635992,Seoul,
2403,2013,5,Seoul특별시 노원구2,Seoul특별시 노원구 중계동(당현교 부근),5,5,0,1,4,0,37.64673879,127.06345156,Seoul,
2404,2013,5,Seoul특별시 노원구3,Seoul특별시 노원구 상계동(상계7~9단지_노원길_진입_1 부근),5,5,0,1,4,0,37.66072835,127.05951123,Seoul,
2405,2013,5,Seoul특별시 노원구4,Seoul특별시 노원구 중계동(불암초등교 부근),4,4,0,3,1,0,37.65064904,127.08049478,Seoul,
2406,2013,5,Seoul특별시 노원구5,Seoul특별시 노원구 중계동(상계한의원 부근),4,4,0,2,2,0,37.66021838,127.0738941,Seoul,
2407,2013,5,Seoul특별시 노원구6,Seoul특별시 노원구 상계동(노원초교 부근),4,4,0,1,3,0,37.6758432,127.05562665,Seoul,
2408,2013,5,Seoul특별시 노원구7,Seoul특별시 노원구 상계동(성임빌딩 부근),4,4,0,1,2,1,37.65628963,127.06188375,Seoul,
2409,2013,5,Seoul특별시 노원구8,Seoul특별시 노원구 상계동(부흥빌딩 부근),4,4,0,0,4,0,37.67144104,127.05593223,Seoul,
2410,2013,5,Seoul특별시 은평구1,Seoul특별시 은평구 갈현동(구산역 부근),6,6,0,3,1,2,37.6115466,126.9172766,Seoul,
2411,2013,5,Seoul특별시 은평구2,Seoul특별시 은평구 역촌동(권필제동물병원 부근),5,5,0,4,1,0,37.6015348,126.91873057,Seoul,
2412,2013,5,Seoul특별시 은평구3,Seoul특별시 은평구 갈현동(갈현동먹자골목 부근),5,5,0,3,2,0,37.61812792,126.91997117,Seoul,
2413,2013,5,Seoul특별시 은평구4,Seoul특별시 은평구 구산동(구산사거리 부근),5,5,0,1,3,1,37.61261411,126.91146986,Seoul,
2414,2013,5,Seoul특별시 은평구5,Seoul특별시 은평구 역촌동(신사오거리 부근),5,5,0,0,3,2,37.59923595,126.91608649,Seoul,
2415,2013,5,Seoul특별시 은평구6,Seoul특별시 은평구 신사동(증산주유소 부근),4,5,0,1,3,1,37.58213316,126.9076902,Seoul,
2416,2013,5,Seoul특별시 은평구7,Seoul특별시 은평구 신사동(새절역 부근),4,4,0,1,1,2,37.59285402,126.91380074,Seoul,
2417,2013,5,Seoul특별시 서대문구1,Seoul특별시 서대문구 남가좌동(봉산빌딩 부근),4,4,0,1,2,1,37.5805744,126.93600672,Seoul,
2418,2013,5,Seoul특별시 마포구1,Seoul특별시 마포구 서교동(서교사거리 부근),5,5,0,2,2,1,37.55265229,126.91817172,Seoul,
2419,2013,5,Seoul특별시 마포구2,Seoul특별시 마포구 성산동(월드컵경기장_일반국도1호선_진 부근),4,4,0,3,1,0,37.56766777,126.89429992,Seoul,
2420,2013,5,Seoul특별시 마포구3,Seoul특별시 마포구 망원동(망원성원APT 부근),4,4,0,3,0,1,37.55649242,126.90108009,Seoul,
2421,2013,5,Seoul특별시 마포구4,Seoul특별시 마포구 연남동(로얄빌딩 부근),4,4,0,2,1,1,37.56216183,126.91965965,Seoul,
2422,2013,5,Seoul특별시 마포구5,Seoul특별시 마포구 공덕동(공덕오거리 부근),4,4,0,1,2,1,37.54416297,126.95116782,Seoul,
2423,2013,5,Seoul특별시 양천구1,Seoul특별시 양천구 신정동(양천구청 부근),8,8,0,2,4,2,37.51718878,126.86634871,Seoul,
2424,2013,5,Seoul특별시 양천구2,Seoul특별시 양천구 신정동(갈산초교삼거리_등촌로_진입 부근),7,7,0,2,5,0,37.51082313,126.87146341,Seoul,
2425,2013,5,Seoul특별시 양천구3,Seoul특별시 양천구 신월동(화곡고가사거리 부근),6,6,0,4,2,0,37.52793201,126.84878104,Seoul,
2426,2013,5,Seoul특별시 양천구4,Seoul특별시 양천구 목동(목동초등학교 부근),6,6,0,3,2,1,37.52346976,126.87128386,Seoul,
2427,2013,5,Seoul특별시 양천구5,Seoul특별시 양천구 신정동(신정네거리역 부근),5,5,1,2,1,1,37.521398,126.85219837,Seoul,
2428,2013,5,Seoul특별시 양천구6,Seoul특별시 양천구 목동(영도중 부근),5,5,0,2,2,1,37.53393678,126.86966981,Seoul,
2429,2013,5,Seoul특별시 양천구7,Seoul특별시 양천구 신정동(동은빌딩 부근),5,5,0,1,3,1,37.52163863,126.85743171,Seoul,
2430,2013,5,Seoul특별시 양천구8,Seoul특별시 양천구 목동(목동2.3단지 부근),5,6,0,0,4,2,37.53551275,126.87619874,Seoul,
2431,2013,5,Seoul특별시 양천구9,Seoul특별시 양천구 신월동(신길제1동하나은행 부근),4,4,0,0,4,0,37.53028609,126.83747742,Seoul,
2432,2013,5,Seoul특별시 강서구1,Seoul특별시 강서구 공항동(우리은행내발산 부근),5,5,0,2,2,1,37.5536862,126.83674151,Seoul,
2433,2013,5,Seoul특별시 강서구2,Seoul특별시 강서구 등촌동(삼성홈플러스강서점 부근),4,4,0,1,3,0,37.55915955,126.85394987,Seoul,
2434,2013,5,Seoul특별시 강서구3,Seoul특별시 강서구 등촌동(강서구청입구_화곡로_진출_4 부근),4,4,0,0,4,0,37.55562965,126.85221831,Seoul,
2435,2013,5,Seoul특별시 구로구1,Seoul특별시 구로구 구로동(구로디지털단지역 부근),6,6,0,3,2,1,37.48450112,126.9029565,Seoul,
2436,2013,5,Seoul특별시 구로구2,Seoul특별시 구로구 구로동(거리공원_거리공원길_진입 부근),6,6,0,3,1,2,37.50142744,126.89058625,Seoul,
2437,2013,5,Seoul특별시 구로구3,Seoul특별시 구로구 오류동(시티월드앞 부근),5,6,0,1,5,0,37.49442341,126.84020862,Seoul,
2438,2013,5,Seoul특별시 구로구4,Seoul특별시 구로구 구로동(구로이화우성아파트_구로큰길_진 부근),5,6,0,1,4,1,37.49159953,126.89186933,Seoul,
2439,2013,5,Seoul특별시 구로구5,Seoul특별시 구로구 개봉동(개봉고가차도(남측) 부근),5,5,0,1,2,2,37.49133395,126.8560541,Seoul,
2440,2013,5,Seoul특별시 구로구6,Seoul특별시 구로구 구로동(고대구로병원_구로동길_진출 부근),5,5,0,0,5,0,37.49347218,126.8832943,Seoul,
2441,2013,5,Seoul특별시 구로구7,Seoul특별시 구로구 가리봉동(공단오거리 부근),4,4,0,3,1,0,37.47950166,126.88979583,Seoul,
2442,2013,5,Seoul특별시 구로구8,Seoul특별시 구로구 구로동(구로구청구의회 부근),4,4,0,1,2,1,37.49552557,126.88937134,Seoul,
2443,2013,5,Seoul특별시 금천구1,Seoul특별시 금천구 시흥동(시흥사거리 부근),7,7,0,2,3,2,37.45457974,126.90059018,Seoul,
2444,2013,5,Seoul특별시 영등포구1,Seoul특별시 영등포구 문래동5가(신정교(동단) 부근),8,9,0,2,4,3,37.51584228,126.88235154,Seoul,
2445,2013,5,Seoul특별시 영등포구2,Seoul특별시 영등포구 여의도동(여의하류IC20 부근),7,7,0,3,3,1,37.53257694,126.9243479,Seoul,
